Number,Title,GivenName,MiddleInitial,Surname,MothersMaiden,Birthday,Gender,Age,BloodType,Kilograms,FeetInches
5012,Mr.,Robert,R,Mitchell,Marcos,8/12/1999,male,17,B+,71.1,"5' 10"""
5013,Mr.,James,R,Jimenez,Banks,9/20/2009,male,7,B+,30.7,"3' 9"""
5014,Mr.,Henry,S,Ramer,Aaron,7/4/2010,male,6,A+,23.1,"3' 7"""
5015,Mr.,Brian,P,Lance,Blanton,2/7/2002,male,14,B+,68.3,"5' 3"""
5016,Mr.,Philip,J,Sanchez,Banks,8/5/2002,male,14,AB+,40.1,"5' 9"""
5017,Mr.,Rodney,S,Baylor,Puckett,11/24/2013,male,2,A+,15.3,"2' 11"""
5018,Mr.,Benjamin,B,Cox,Lynn,1/12/1997,male,19,B+,97.0,"5' 7"""
5019,Mr.,Daniel,C,Tuttle,Johnson,12/30/2000,male,15,B+,65.9,"5' 5"""
5020,Mr.,Donald,E,Parry,Doering,4/7/1997,male,19,A+,59.3,"5' 6"""
5021,Mr.,Kenneth,L,Guidry,Rogers,10/11/1995,male,21,B+,83.5,"5' 11"""
5022,Mr.,Robert,B,Woodson,Hilton,11/21/2007,male,8,O+,27.6,"4' 3"""
5023,Mr.,Luis,L,Pratt,Bandy,9/8/2004,male,12,B+,42.6,"5' 5"""
5024,Mr.,Thomas,M,Oliver,Watley,8/12/2011,male,5,O+,22.6,"3' 5"""
5025,Mr.,Curtis,K,Hardy,Norris,1/23/2010,male,6,O+,23.8,"4' 1"""
5026,Mr.,Charles,R,Bolton,Reid,6/9/2005,male,11,A+,34.0,"4' 10"""
5027,Mr.,Timothy,V,Sansone,Failla,1/31/2005,male,11,AB+,33.0,"5' 1"""
5028,Mr.,Terry,B,Ross,Winfree,5/2/2008,male,8,O+,35.4,"4' 1"""
5029,Mr.,Kyle,M,Stevens,Wilson,1/12/2004,male,12,A-,63.6,"4' 8"""
5030,Mr.,Frederick,S,Battle,Brown,2/16/2014,male,2,O+,12.4,"3' 0"""
5031,Mr.,Eric,R,McRoberts,Lowman,12/30/2011,male,4,O+,16.8,"3' 2"""
5032,Mr.,Angel,J,Hawkins,Diaz,9/9/2013,male,3,B+,13.1,"3' 1"""
5033,Mr.,Richard,P,Mason,Gomez,5/29/2001,male,15,AB+,66.1,"5' 2"""
5034,Mr.,Jackie,A,Berryman,Bennett,8/18/1998,male,18,A+,91.7,"5' 7"""
5035,Mr.,Arthur,J,Betts,Roush,5/19/1994,male,22,O+,107.1,"5' 8"""
5036,Mr.,Jimmy,S,Puckett,Shafer,3/23/1996,male,20,B+,95.2,"5' 5"""
5037,Mr.,Jeff,K,Hutchins,Smith,6/15/2003,male,13,B+,37.5,"5' 7"""
5038,Mr.,Robert,R,Ramirez,Corbett,7/14/2000,male,16,A+,77.8,"5' 10"""
5039,Mr.,Bernie,W,Bixby,Reed,1/11/2011,male,5,O+,22.1,"3' 8"""
5040,Mr.,Morgan,M,Steen,Edward,2/23/2005,male,11,O+,42.2,"5' 1"""
5041,Dr.,Sidney,E,Crawford,Smith,3/27/2008,male,8,O+,29.7,"4' 6"""
5042,Mr.,Paul,P,Lynch,Harrison,4/29/2013,male,3,O+,12.6,"3' 4"""
5043,Mr.,David,R,Seery,Evenson,7/24/2011,male,5,A+,20.4,"3' 7"""
5044,Mr.,Dennis,K,McCloud,Dulin,6/12/2014,male,2,AB+,13.1,"2' 10"""
5045,Mr.,David,S,Young,Matthews,3/3/2007,male,9,B+,37.7,"4' 2"""
5046,Mr.,Adam,R,Robinson,Marin,6/11/2004,male,12,A+,56.4,"5' 2"""
5047,Mr.,Joseph,E,McPherson,Livengood,7/2/2014,male,2,B+,11.9,"2' 8"""
5048,Mr.,Joe,M,Smith,Young,9/7/2009,male,7,O+,18.2,"4' 4"""
5049,Mr.,Christopher,D,Fagin,Bell,4/13/2013,male,3,O+,17.3,"2' 11"""
5050,Mr.,Jimmie,P,Collins,Davis,4/5/2014,male,2,O+,13.6,"3' 0"""
5051,Mr.,Herbert,A,Roberson,Evans,4/24/2007,male,9,O+,30.8,"4' 1"""
5052,Mr.,Emmett,M,McCabe,Smith,5/9/1998,male,18,B+,56.9,"5' 11"""
5053,Mr.,John,J,Lopez,Peters,10/7/2000,male,16,O+,79.1,"5' 6"""
5054,Mr.,Clifford,H,Hagaman,Comer,6/5/2003,male,13,A+,32.1,"5' 4"""
5055,Mr.,David,L,Glover,Nelson,9/15/2006,male,10,O+,37.0,"4' 6"""
5056,Mr.,Robert,E,Love,Ramirez,8/28/2012,male,4,A+,19.1,"3' 7"""
5057,Mr.,Michael,H,Landers,Jardine,7/26/1998,male,18,O+,80.6,"5' 10"""
5058,Mr.,Scott,R,Trivette,Ricketts,4/27/2012,male,4,O+,21.9,"3' 5"""
5059,Mr.,David,P,Demarco,Wessels,6/4/2010,male,6,A+,16.3,"3' 7"""
5060,Mr.,Robert,L,Clarke,Dudley,4/25/2012,male,4,A+,21.6,"3' 2"""
5061,Mr.,Michael,S,Marsh,Blount,1/22/2002,male,14,A+,55.0,"5' 2"""
5062,Mr.,Lawrence,K,Wimmer,Hampton,10/16/1999,male,17,B+,67.2,"5' 4"""
5063,Mr.,Stephen,D,Justin,Dare,3/4/2004,male,12,A-,57.9,"5' 0"""
5064,Mr.,Roger,M,Freeman,Gilliland,3/2/2013,male,3,A+,15.3,"3' 3"""
5065,Mr.,Kevin,E,Barrow,Mercedes,12/7/2008,male,7,B+,26.4,"3' 11"""
5066,Mr.,Jeremy,A,Russell,Bradsher,1/11/1997,male,19,A+,62.9,"6' 2"""
5067,Mr.,Jason,R,Pray,Lee,6/25/1996,male,20,A+,82.5,"5' 5"""
5068,Mr.,Joseph,S,Shively,Thompson,11/18/2001,male,15,B-,68.0,"5' 4"""
5069,Mr.,Delbert,M,Walton,Bullock,10/30/2008,male,8,O+,33.0,"4' 2"""
5070,Mr.,Michael,M,Clair,Hooks,10/29/2010,male,6,B+,27.9,"3' 7"""
5071,Mr.,Cornelius,C,Knowles,Jeon,1/13/1999,male,17,A+,89.9,"5' 5"""
5072,Mr.,Grant,F,Olson,Radford,4/17/2003,male,13,A-,39.4,"5' 0"""
5073,Dr.,Adrian,R,Reeves,Andrade,3/2/2013,male,3,B+,13.4,"3' 0"""
5074,Mr.,Luis,M,Pastrana,Partridge,2/3/1995,male,21,O+,83.3,"6' 2"""
5075,Dr.,Carl,P,Heckman,Defalco,11/1/1995,male,21,O+,98.5,"5' 6"""
5076,Mr.,Scottie,B,Harris,Rodriguez,12/18/2003,male,12,B+,44.0,"4' 7"""
5077,Mr.,Kyle,W,Tyler,McBee,6/24/2002,male,14,O+,42.9,"5' 10"""
5078,Mr.,William,A,Shaw,Adams,5/16/2008,male,8,O+,34.1,"4' 2"""
5079,Mr.,Robert,R,Garnes,Short,5/20/2014,male,2,A+,14.7,"2' 9"""
5080,Mr.,Walter,M,Mansfield,Fajardo,11/25/2005,male,10,B+,30.1,"4' 7"""
5081,Mr.,William,M,Grayson,White,9/15/2001,male,15,B+,82.5,"5' 1"""
5082,Mr.,Dee,F,Greenwood,Maclean,6/6/1999,male,17,A-,49.0,"6' 2"""
5083,Mr.,Mark,R,Schreck,Beachum,2/21/2011,male,5,O+,21.8,"3' 4"""
5084,Mr.,Lee,F,Wade,Chambers,2/14/2008,male,8,O+,22.8,"4' 2"""
5085,Mr.,Bryce,H,Hoffman,Russ,1/22/2013,male,3,A+,14.2,"3' 3"""
5086,Mr.,Raymond,V,Watson,Felton,11/3/1997,male,19,AB+,71.5,"5' 8"""
5087,Mr.,Willie,M,Song,Dominguez,9/5/1995,male,21,O+,94.5,"6' 0"""
5088,Mr.,Robert,C,Shumaker,Levine,4/29/2000,male,16,A+,53.5,"6' 2"""
5089,Mr.,Paul,J,McCarter,Ward,9/9/2002,male,14,O+,65.9,"5' 9"""
5090,Mr.,James,S,Andersen,Hoefer,8/25/2008,male,8,B+,37.7,"4' 5"""
5091,Mr.,Ivan,H,Thompson,Brown,2/24/2011,male,5,B+,22.9,"3' 6"""
5092,Mr.,John,D,Lanier,Cameron,10/18/2010,male,6,O-,18.8,"3' 10"""
5093,Mr.,Howard,S,Espinosa,Cunningham,5/30/2013,male,3,O-,14.2,"3' 0"""
5094,Mr.,Philip,M,Thomas,Harris,12/7/2009,male,6,A+,27.9,"3' 8"""
5095,Mr.,Shawn,B,Hayes,Culver,3/27/1994,male,22,B+,59.5,"5' 8"""
5096,Mr.,Doug,D,O'Neill,Hinton,12/22/1998,male,17,O+,92.2,"5' 5"""
5097,Mr.,Alan,J,Mason,Martinez,12/12/1997,male,18,O+,79.7,"6' 2"""
5098,Mr.,James,L,Nero,Williams,5/30/2007,male,9,A+,38.0,"4' 1"""
5099,Mr.,Logan,D,Taylor,Emerson,3/4/2012,male,4,A+,18.1,"3' 2"""
5100,Mr.,Sam,L,Marlowe,Mendez,5/13/2001,male,15,O+,75.6,"5' 5"""
5101,Mr.,Maynard,A,Sthilaire,Hague,12/19/2000,male,15,O-,51.9,"5' 9"""
5102,Mr.,Jared,J,Venegas,Edward,7/30/2013,male,3,O+,17.6,"3' 5"""
5103,Mr.,Leonard,P,Chrisman,Ginter,7/1/1997,male,19,O+,80.4,"5' 4"""
5104,Mr.,Paul,D,Brown,Stevens,10/21/2013,male,3,B+,15.2,"3' 4"""
5105,Mr.,Robert,L,Zirkle,Krieger,12/7/2006,male,9,O-,41.1,"4' 0"""
5106,Mr.,William,T,Harris,Wiest,10/2/1999,male,17,B+,54.9,"6' 2"""
5107,Mr.,Thomas,M,Levy,Rutland,5/16/2011,male,5,O+,19.1,"3' 10"""
5108,Mr.,William,A,Jensen,Waller,3/19/2012,male,4,B+,20.8,"3' 3"""
5109,Mr.,Michael,L,Forrest,Webster,12/5/2004,male,11,O+,30.0,"4' 8"""
5110,Mr.,Vince,K,Chan,Desimone,11/1/2012,male,4,A-,15.4,"3' 4"""
5111,Mr.,Kevin,L,Richardson,Reed,8/1/2002,male,14,A+,55.0,"5' 10"""
5112,Mr.,Felix,L,Murphy,Pinson,1/23/2009,male,7,B+,30.5,"4' 2"""
5113,Mr.,John,A,Snapp,Eakins,8/9/1999,male,17,B+,78.3,"6' 2"""
5114,Mr.,Ethan,C,Mattson,Scott,8/25/1995,male,21,B+,69.0,"6' 3"""
5115,Mr.,Garry,S,Desantis,Seda,4/25/2005,male,11,O+,49.7,"4' 11"""
5116,Mr.,Jeffrey,R,Waltz,Davis,1/1/2010,male,6,O+,24.4,"4' 0"""
5117,Mr.,George,D,Marchese,French,11/5/2003,male,13,O+,69.7,"5' 2"""
5118,Mr.,Gary,S,Hartman,Farrell,5/7/2009,male,7,B+,20.5,"4' 4"""
5119,Mr.,Timothy,G,Stalker,Worthy,8/21/2008,male,8,O+,33.2,"4' 7"""
5120,Mr.,Dwight,A,McClure,Norby,11/24/1999,male,16,B+,83.4,"5' 9"""
5121,Mr.,Kenneth,T,Larson,Showalter,10/15/1999,male,17,O+,93.2,"5' 4"""
5122,Mr.,Michael,G,Smith,Mendoza,6/17/2001,male,15,O+,64.2,"5' 2"""
5123,Mr.,Stephen,M,Harris,Kincaid,1/25/2009,male,7,B+,22.3,"4' 3"""
5124,Mr.,Rudy,C,Stevens,Schutte,4/15/1998,male,18,B+,79.5,"6' 1"""
5125,Mr.,William,C,Wood,Olson,7/17/2001,male,15,O+,58.4,"5' 10"""
5126,Mr.,Robert,M,Brewster,Wright,9/9/2001,male,15,O+,58.7,"5' 9"""
5127,Mr.,Lee,L,Kendricks,Jenkins,4/4/2002,male,14,B+,53.7,"5' 8"""
5128,Mr.,Keith,M,Gonzalez,White,2/12/2005,male,11,A+,34.0,"4' 9"""
5129,Mr.,Roy,D,Lopez,Flynn,4/13/1994,male,22,A+,86.9,"5' 8"""
5130,Mr.,Michael,M,Stansbury,Edwards,4/7/2000,male,16,B+,52.5,"5' 8"""
5131,Mr.,Daniel,T,Westerman,Key,4/23/1998,male,18,A+,66.7,"6' 1"""
5132,Mr.,Harry,L,Brown,Henry,6/8/1995,male,21,AB+,77.4,"5' 9"""
5133,Mr.,John,L,Wilson,Hubble,8/6/2011,male,5,O+,18.7,"3' 4"""
5134,Mr.,Steven,J,Robb,Landry,2/14/2007,male,9,A+,43.0,"4' 1"""
5135,Mr.,Terry,M,Ohanlon,Hill,9/19/1997,male,19,O+,82.5,"6' 2"""
5136,Mr.,Leonard,S,Hudson,Contreras,11/18/2005,male,11,O+,49.7,"4' 10"""
5137,Mr.,David,S,Omalley,Silva,12/15/2002,male,13,O-,36.7,"4' 8"""
5138,Mr.,James,M,Sweeney,Kozak,12/9/2009,male,6,B+,27.4,"3' 11"""
5139,Mr.,Steven,R,Dickens,Smallwood,7/20/1994,male,22,B+,100.6,"5' 11"""
5140,Mr.,Charles,A,Loughlin,Polansky,2/17/2001,male,15,O+,47.6,"6' 0"""
5141,Mr.,William,V,Larrabee,Cobb,12/4/2002,male,13,B+,49.1,"5' 4"""
5142,Mr.,Brandon,S,Harding,Vuong,8/7/2009,male,7,O+,27.3,"4' 3"""
5143,Mr.,Winston,M,Mathews,Thomas,7/31/1999,male,17,O+,91.3,"5' 6"""
5144,Mr.,Paul,S,Martinez,Bradley,7/20/2006,male,10,B+,28.5,"4' 8"""
5145,Mr.,James,T,Adams,Chang,6/23/2004,male,12,A+,55.0,"4' 9"""
5146,Mr.,Jim,J,Munoz,Johnson,11/19/2004,male,12,B+,47.0,"4' 10"""
5147,Mr.,Kyle,M,Ruiz,Krause,7/17/1995,male,21,A+,82.8,"5' 8"""
5148,Mr.,Nicholas,V,Roberts,Hudson,5/2/2010,male,6,B+,26.2,"3' 8"""
5149,Mr.,Arthur,L,Stevens,Witt,7/25/1998,male,18,A+,78.9,"5' 9"""
5150,Mr.,Bruce,N,Carson,Travers,12/15/2003,male,12,O-,54.7,"5' 1"""
5151,Mr.,Robert,M,Kitchen,Dake,5/3/1998,male,18,B+,93.6,"5' 10"""
5152,Mr.,Timothy,E,Broadway,Young,9/14/2001,male,15,A+,60.5,"5' 8"""
5153,Mr.,Robert,S,Lemon,White,9/2/2010,male,6,O+,25.4,"3' 8"""
5154,Mr.,Norman,T,Stafford,Ray,6/16/2001,male,15,O+,45.8,"5' 3"""
5155,Mr.,Rene,P,Backstrom,Williams,8/22/2014,male,2,O+,11.8,"2' 10"""
5156,Mr.,Bill,E,Gardner,Bolinger,3/11/2012,male,4,A+,15.8,"3' 5"""
5157,Mr.,Leonard,S,Luken,Trevino,1/9/2008,male,8,A+,30.8,"4' 2"""
5158,Mr.,Richard,B,Munoz,Nixon,5/11/1997,male,19,O+,65.9,"5' 7"""
5159,Mr.,Michael,H,Martin,Kinney,2/17/2002,male,14,O+,76.8,"5' 5"""
5160,Mr.,Michael,S,Hardy,Senter,5/11/2008,male,8,B+,27.9,"4' 3"""
5161,Dr.,John,J,Greenwald,Hernandez,3/8/1999,male,17,O+,87.2,"6' 0"""
5162,Mr.,Joseph,J,Morrison,Smith,7/4/2005,male,11,B+,28.5,"4' 4"""
5163,Mr.,Donald,C,Smith,Delany,4/2/2014,male,2,B+,12.8,"3' 0"""
5164,Dr.,Wayne,J,Oren,Griggs,11/22/1997,male,18,B+,61.1,"5' 10"""
5165,Mr.,Anthony,D,Weeks,Turner,11/5/1997,male,19,AB+,79.5,"6' 1"""
5166,Mr.,Ernest,A,Richardson,Howlett,9/24/1995,male,21,A+,62.6,"5' 11"""
5167,Dr.,Kermit,B,Anthony,Castro,9/19/2002,male,14,O+,58.1,"5' 10"""
5168,Mr.,Harlan,K,Sheffield,Goggans,1/16/1994,male,22,O+,109.3,"6' 0"""
5169,Mr.,Mark,S,Sylvester,Verduzco,6/10/2011,male,5,O-,23.0,"3' 10"""
5170,Mr.,Ronald,S,Moore,Heredia,7/28/2013,male,3,O+,13.6,"3' 1"""
5171,Mr.,Kenneth,R,Patterson,Robinson,10/12/2008,male,8,O+,24.2,"4' 5"""
5172,Mr.,Zachary,A,Pressley,Underwood,4/26/2011,male,5,AB+,16.8,"3' 4"""
5173,Mr.,Colin,J,Hanson,Fasching,10/20/2003,male,13,O+,68.0,"4' 10"""
5174,Mr.,Lester,C,Trimble,Bostic,8/1/2012,male,4,O+,18.5,"3' 1"""
5175,Mr.,James,E,Miller,Rosales,6/15/2000,male,16,A+,55.5,"5' 9"""
5176,Mr.,Jason,M,Bellows,Dotson,4/21/2011,male,5,O+,14.8,"3' 7"""
5177,Mr.,Bobby,L,Gaitan,Hardy,12/7/2006,male,9,A+,29.7,"4' 9"""
5178,Mr.,Louis,J,Garcia,Larsen,6/9/1999,male,17,A+,88.1,"5' 5"""
5179,Mr.,William,H,Huntsberry,Markel,3/30/2011,male,5,A+,23.1,"3' 5"""
5180,Mr.,Carson,R,Powers,Brewer,4/25/1999,male,17,B+,57.9,"6' 2"""
5181,Mr.,Carlos,E,Ryan,Regan,7/4/2014,male,2,O+,10.5,"2' 10"""
5182,Mr.,Jason,V,McDermott,Holder,1/9/2000,male,16,B+,87.2,"5' 8"""
5183,Mr.,Bobby,A,Curtsinger,Body,9/8/2006,male,10,O+,48.3,"4' 4"""
5184,Mr.,Victor,K,Acevedo,Monge,11/29/1999,male,16,O+,51.1,"5' 5"""
5185,Mr.,Mark,E,Estrada,Nielsen,11/23/1994,male,21,B+,96.0,"5' 10"""
5186,Mr.,Joe,A,Myers,Bowles,11/24/2005,male,10,O+,46.6,"4' 11"""
5187,Mr.,Robert,M,Kelly,Plumb,3/5/2001,male,15,A+,59.5,"5' 10"""
5188,Dr.,Bill,T,Shaw,Howard,5/13/2010,male,6,O+,20.0,"3' 8"""
5189,Mr.,Henry,I,Bucy,Davis,10/16/2001,male,15,A+,77.3,"5' 9"""
5190,Mr.,Brandon,G,Lam,Gonzalez,3/20/2014,male,2,B+,15.3,"3' 1"""
5191,Mr.,Ronald,R,Iddings,Craft,6/7/1999,male,17,B+,79.0,"5' 5"""
5192,Mr.,Richard,M,Owens,Winburn,9/14/2013,male,3,O-,16.3,"3' 4"""
5193,Mr.,Samuel,C,Cunningham,Reich,7/22/2004,male,12,O-,30.8,"5' 1"""
5194,Mr.,Jose,J,Smith,Diederich,3/5/2014,male,2,B+,10.4,"2' 9"""
5195,Mr.,Andrew,C,Lee,French,6/15/1994,male,22,O+,56.4,"6' 1"""
5196,Mr.,David,K,Dicks,Gonzales,3/3/2003,male,13,B+,68.8,"5' 2"""
5197,Mr.,Ryan,C,Bowen,Sullivan,8/22/1997,male,19,O+,91.2,"6' 1"""
5198,Mr.,Claude,T,Rathburn,Reed,12/8/1999,male,16,B+,47.1,"5' 10"""
5199,Mr.,Joe,L,Smith,Smith,9/18/2011,male,5,O+,22.1,"3' 3"""
5200,Mr.,Walter,R,Outten,Peterson,12/8/1997,male,18,A+,94.2,"5' 6"""
5201,Mr.,Anthony,H,Murdock,Millard,6/18/2003,male,13,O+,47.4,"5' 6"""
5202,Mr.,Charles,T,Jernigan,Swan,1/26/1997,male,19,O+,68.7,"5' 4"""
5203,Mr.,Melvin,P,Hansen,Lopez,11/16/2005,male,11,A+,39.6,"4' 4"""
5204,Mr.,Johnny,M,Martin,Hill,8/17/2004,male,12,O+,42.3,"4' 8"""
5205,Mr.,Jimmie,M,Plasencia,Eastwood,2/21/2009,male,7,O+,22.2,"4' 0"""
5206,Mr.,Charles,E,Roberts,Carlin,7/17/2002,male,14,A+,53.7,"5' 9"""
5207,Mr.,John,S,Williams,Wheat,1/15/2011,male,5,AB+,21.0,"3' 9"""
5208,Mr.,Michael,J,Morris,Jones,2/11/1996,male,20,O+,54.9,"5' 10"""
5209,Mr.,Geoffrey,S,Lozano,Anderson,11/30/1994,male,21,O+,105.8,"5' 9"""
5210,Mr.,Archie,W,Eggleston,Herman,7/22/2001,male,15,O+,54.3,"6' 0"""
5211,Mr.,Gregory,D,Salas,Porter,8/4/2013,male,3,AB+,16.4,"3' 3"""
5212,Mr.,John,D,Ferguson,Jimenez,10/4/2014,male,2,AB+,10.3,"2' 7"""
5213,Mr.,Timothy,D,West,Martin,9/11/1998,male,18,O+,76.4,"6' 2"""
5214,Mr.,Larry,C,Pellegrino,Rossi,12/12/1993,male,22,O+,71.9,"5' 7"""
5215,Mr.,Alan,C,Moffitt,Green,7/10/2004,male,12,O+,56.4,"4' 8"""
5216,Mr.,Randy,F,Gordon,Dorsey,5/13/1999,male,17,AB+,64.2,"5' 6"""
5217,Mr.,Robert,L,Bruno,Stlaurent,4/2/2008,male,8,O+,32.9,"4' 6"""
5218,Mr.,William,S,Moffatt,Sherwood,2/18/1995,male,21,A-,103.7,"5' 10"""
5219,Mr.,Jerry,B,Escobar,McNamara,5/11/2010,male,6,A-,22.7,"4' 1"""
5220,Mr.,Fermin,S,Laffey,Foster,6/5/2001,male,15,O-,69.8,"5' 5"""
5221,Mr.,Joel,H,Martel,Mack,10/11/1999,male,17,A+,68.1,"6' 2"""
5222,Mr.,Scott,N,Montgomery,Bronner,4/15/2002,male,14,A-,58.3,"5' 9"""
5223,Dr.,Herbert,I,Starr,Mathews,2/10/2005,male,11,AB+,29.7,"5' 1"""
5224,Mr.,Albert,M,Richard,Bradshaw,2/16/1994,male,22,O+,95.6,"6' 2"""
5225,Mr.,Paul,L,Ainsworth,Smith,6/4/2008,male,8,B+,35.2,"4' 0"""
5226,Mr.,Robert,A,Franklin,Powell,2/6/2000,male,16,AB+,46.5,"5' 9"""
5227,Mr.,Juan,T,Harper,Bruno,2/26/1996,male,20,B+,77.5,"5' 11"""
5228,Mr.,Michael,A,Alexander,Long,4/2/2001,male,15,B+,82.0,"5' 9"""
5229,Dr.,Steven,A,Murphy,Gunter,2/10/2014,male,2,A+,15.5,"2' 8"""
5230,Dr.,Alan,M,Mason,Johnson,5/3/2001,male,15,A+,53.4,"5' 11"""
5231,Mr.,Dennis,M,Reep,Sheets,3/23/1997,male,19,A+,59.4,"6' 1"""
5232,Mr.,Thomas,K,Moore,Weiner,11/3/2013,male,3,A+,12.8,"3' 2"""
5233,Mr.,Carter,K,Blair,Williams,10/1/2004,male,12,A-,48.4,"5' 2"""
5234,Mr.,Denver,P,Moore,Knapp,9/16/2011,male,5,B+,25.0,"3' 7"""
5235,Mr.,Dale,J,Marcus,McKee,12/19/1995,male,20,A+,97.1,"5' 5"""
5236,Mr.,Homer,L,Young,Fung,6/16/2006,male,10,O+,40.9,"4' 6"""
5237,Mr.,Thomas,A,Gaddis,Jefferson,2/22/2005,male,11,O+,45.7,"4' 10"""
5238,Mr.,Robert,E,Brown,Saylors,11/1/1998,male,18,A+,95.2,"5' 10"""
5239,Mr.,Jimmie,E,Haynes,Johnson,1/1/1998,male,18,A+,89.1,"6' 2"""
5240,Mr.,Michael,B,Redick,McPherson,2/17/1999,male,17,A+,68.5,"5' 4"""
5241,Mr.,Teddy,S,Bean,Daughtry,7/13/2009,male,7,O-,31.1,"4' 0"""
5242,Mr.,Timothy,B,Ibrahim,Alford,2/21/1998,male,18,O+,97.6,"5' 5"""
5243,Mr.,Bryan,S,Schultz,Diaz,11/4/2003,male,13,O+,70.5,"5' 4"""
5244,Mr.,Andrew,S,Grimm,Wilbanks,7/11/2007,male,9,A+,35.1,"4' 6"""
5245,Mr.,Robert,O,Sullivan,Anderson,3/6/2001,male,15,O-,46.4,"5' 1"""
5246,Mr.,Seth,P,Patterson,Flanders,7/12/2011,male,5,O+,24.4,"3' 10"""
5247,Mr.,Olin,B,Outlaw,Regan,9/7/2005,male,11,O+,35.6,"4' 10"""
5248,Mr.,Jason,S,Burkart,Christensen,10/19/2011,male,5,O+,15.7,"3' 5"""
5249,Mr.,James,N,English,Agarwal,11/25/1995,male,20,AB+,93.7,"5' 7"""
5250,Mr.,Michael,A,Donovan,Russell,6/20/2010,male,6,B+,23.3,"4' 1"""
5251,Mr.,Earnest,T,Isaacs,Sowers,4/4/2014,male,2,A+,12.1,"3' 1"""
5252,Mr.,Anthony,A,Jenney,Burnett,8/19/2000,male,16,AB+,62.6,"5' 10"""
5253,Mr.,Stephen,K,Willis,Borg,3/10/2010,male,6,B+,17.7,"4' 0"""
5254,Mr.,John,D,Larson,Padilla,7/21/2003,male,13,O+,45.4,"5' 2"""
5255,Mr.,Timothy,N,Herrick,Bennet,1/15/2014,male,2,B+,14.5,"2' 9"""
5256,Mr.,Steve,E,Johnson,Matheney,7/11/2014,male,2,B+,15.3,"2' 9"""
5257,Mr.,Anthony,J,Vivanco,Brown,12/19/2011,male,4,O+,16.6,"3' 2"""
5258,Mr.,Michael,K,Ross,Johnson,11/19/1999,male,17,O+,54.7,"5' 4"""
5259,Mr.,John,C,Knight,Hardy,6/24/1998,male,18,A+,92.3,"5' 10"""
5260,Mr.,Richard,J,Holmes,Parra,3/31/2004,male,12,O+,48.7,"4' 7"""
5261,Mr.,Jonathan,D,Wood,Purcell,7/10/1998,male,18,O+,52.5,"5' 10"""
5262,Mr.,Alex,V,Arnold,Haakenson,6/17/1998,male,18,B+,52.3,"5' 7"""
5263,Mr.,Peter,S,Love,Jones,2/21/2004,male,12,AB+,53.1,"5' 4"""
5264,Mr.,Randall,M,Olsen,Matas,1/1/2014,male,2,B-,13.6,"2' 11"""
5265,Mr.,Christopher,L,Weiss,Willis,6/29/2009,male,7,B+,22.8,"3' 11"""
5266,Mr.,Michael,B,Rawley,Hampton,5/27/1998,male,18,B+,51.4,"5' 9"""
5267,Mr.,Tom,V,Bentz,Babbitt,12/27/2013,male,2,O+,12.0,"3' 0"""
5268,Mr.,Roger,M,McDonald,Thielen,11/25/2006,male,9,A+,33.0,"4' 0"""
5269,Mr.,Mark,S,Rodriguez,Wetherby,4/26/2012,male,4,B+,14.2,"3' 7"""
5270,Mr.,William,B,Harper,Carter,6/14/2004,male,12,A+,61.7,"5' 1"""
5271,Mr.,Justin,K,Guzman,Bean,8/28/2005,male,11,O+,52.8,"5' 1"""
5272,Mr.,Steven,P,Barnes,Sease,2/20/1996,male,20,O+,67.3,"5' 7"""
5273,Mr.,Keith,F,Brown,Johnson,9/20/2005,male,11,O+,49.7,"4' 11"""
5274,Mr.,Nick,P,Sheppard,Brown,12/16/2013,male,2,A+,11.3,"2' 11"""
5275,Mr.,John,E,Fitch,Araujo,4/4/1999,male,17,AB+,79.5,"5' 11"""
5276,Mr.,Michael,S,Leung,Brooks,2/22/1998,male,18,O+,88.1,"5' 6"""
5277,Mr.,Frank,O,Crowe,Snyder,5/12/2006,male,10,B+,49.8,"4' 7"""
5278,Mr.,Scott,J,Carlton,Groves,6/19/2003,male,13,O+,60.2,"5' 7"""
5279,Mr.,Kelly,L,Ross,Bryant,7/21/2002,male,14,AB+,54.1,"5' 10"""
5280,Mr.,Scott,B,Rogers,Mahoney,12/11/2007,male,8,O+,36.6,"4' 5"""
5281,Mr.,John,D,Chapman,Welsh,10/11/1999,male,17,A+,53.2,"5' 9"""
5282,Mr.,Gary,J,Roberts,Desalvo,9/26/1997,male,19,B+,99.2,"5' 10"""
5283,Mr.,Steven,A,Quigley,Arellano,3/13/2010,male,6,B+,18.6,"3' 7"""
5284,Mr.,Jack,C,Gil,Riccio,1/23/2002,male,14,B+,37.9,"5' 10"""
5285,Mr.,Derek,J,McClendon,Morgan,5/14/2010,male,6,O+,20.2,"4' 0"""
5286,Mr.,Nathanael,S,Willis,Eugene,3/9/2003,male,13,O+,70.2,"5' 2"""
5287,Mr.,Steven,M,Bormann,Delmonte,9/1/2008,male,8,AB+,26.7,"4' 7"""
5288,Mr.,Gerardo,E,Hostetter,Groesbeck,10/14/1998,male,18,B+,53.5,"5' 10"""
5289,Mr.,Harry,C,Smith,Bigham,6/1/1997,male,19,O+,59.9,"5' 11"""
5290,Mr.,Christopher,K,Aaron,Roman,4/27/2012,male,4,A+,13.7,"3' 2"""
