Number,Gender,Title,GivenName,MiddleInitial,Surname,MothersMaiden,Birthday,Age,BloodType,Kilograms,FeetInches
4379,female,Ms.,Kathy,R,Criss,Rivera,6/27/1996,20,A+,86.5,"5' 9"""
4380,female,Mrs.,Marsha,J,Smalls,Conway,12/28/2008,7,A+,27.4,"3' 11"""
4381,female,Ms.,Kelly,F,Lee,Johnson,4/24/2002,14,O+,74.2,"5' 5"""
4382,female,Mrs.,Evelyn,A,Kirkwood,Mathews,9/15/2008,8,O+,35.4,"4' 5"""
4383,female,Ms.,Janice,C,Uy,Harrell,3/2/2001,15,O+,81.9,"5' 9"""
4384,female,Mrs.,Katie,G,Dansby,Frausto,7/25/2004,12,A+,35.3,"5' 2"""
4385,female,Mrs.,Angela,C,Wagoner,Sprague,1/13/2000,16,A+,81.3,"5' 4"""
4386,female,Ms.,Vanessa,C,Rizzo,Price,2/6/2013,3,O-,16.6,"2' 11"""
4387,female,Ms.,Martha,A,Duke,Ruiz,11/18/2012,4,O+,14.7,"3' 4"""
4388,female,Ms.,Tonya,G,Christensen,Wadsworth,5/4/2000,16,A+,46.0,"4' 11"""
4389,female,Mrs.,Angela,J,Sloat,Hart,5/18/2011,5,O+,20.0,"3' 5"""
4390,female,Mrs.,Josephine,E,Douglas,Mills,6/19/2012,4,O+,16.7,"3' 5"""
4391,female,Mrs.,Bonnie,R,Wright,Ramirez,7/28/1994,22,O+,72.7,"5' 7"""
4392,female,Ms.,Elaine,G,Stover,Anderson,8/24/1999,17,O-,62.4,"5' 7"""
4393,female,Ms.,Teresa,J,West,Hatch,12/9/2002,13,O-,67.4,"5' 5"""
4394,female,Mrs.,Michelle,J,Walker,Banks,5/27/2009,7,B+,33.4,"4' 3"""
4395,female,Ms.,Karen,L,Richardson,Morin,7/2/2006,10,O+,52.0,"4' 5"""
4396,female,Mrs.,Mary,A,Demartino,Walker,8/21/2001,15,B+,69.5,"5' 8"""
4397,female,Mrs.,Marie,C,Gomez,Peterson,7/1/2013,3,B+,15.2,"3' 0"""
4398,female,Ms.,Vanessa,A,Tillman,Sanders,4/18/1997,19,O+,50.3,"5' 4"""
4399,female,Mrs.,Juanita,D,Cluck,Cleveland,5/13/1995,21,O+,56.9,"5' 6"""
4400,male,Mr.,Guillermo,O,Hammons,Johnson,9/14/2014,2,O+,12.3,"2' 9"""
4401,female,Ms.,Jennifer,W,Salinas,Horsley,11/30/1997,18,O+,60.0,"5' 1"""
4402,female,Mrs.,Edith,W,Snider,Fisher,9/25/2003,13,A+,58.7,"5' 5"""
4403,female,Mrs.,Sharon,J,Cook,Ballinger,12/9/2010,5,B+,16.1,"3' 6"""
4404,female,Ms.,Darlene,H,Otto,Roberts,8/10/2001,15,AB+,80.8,"5' 1"""
4405,female,Mrs.,Billie,E,Cisneros,King,1/6/2012,4,O-,16.7,"3' 4"""
4406,female,Ms.,Gussie,C,Isaac,Long,7/1/2004,12,A+,49.8,"5' 3"""
4407,female,Mrs.,Dorothy,R,Hammer,Deberry,10/21/2006,10,O+,35.2,"4' 2"""
4408,female,Ms.,Nancy,P,Hobbs,Moorer,6/24/2012,4,A+,12.3,"3' 4"""
4409,female,Mrs.,Lakisha,P,Gonzalez,Janelle,1/4/2000,16,B+,43.0,"4' 11"""
4410,female,Ms.,Elizabeth,K,Campbell,Davis,5/23/2000,16,AB+,60.5,"5' 9"""
4411,female,Ms.,Karen,B,Font,Hankins,8/31/2013,3,O+,17.9,"2' 11"""
4412,female,Mrs.,Digna,A,Otwell,Park,7/25/2003,13,AB-,54.5,"4' 11"""
4413,female,Mrs.,Gina,S,Braun,Mosely,9/18/2009,7,A+,23.7,"3' 10"""
4414,female,Ms.,Bonnie,J,Gray,Abner,11/6/2014,2,B+,13.4,"2' 7"""
4415,female,Ms.,Karen,T,Garcia,Nash,11/8/2006,10,O+,41.3,"4' 7"""
4416,female,Mrs.,Vickie,R,Bray,Dawson,1/26/2002,14,O+,70.0,"5' 4"""
4417,female,Ms.,Lynsey,E,Clodfelter,Robinson,3/10/1999,17,B+,81.1,"5' 2"""
4418,female,Ms.,Frances,J,Brumit,Adamek,6/14/1996,20,O+,89.0,"5' 1"""
4419,female,Ms.,Pamela,G,Dukes,Ontiveros,5/10/2002,14,O+,74.3,"5' 3"""
4420,female,Mrs.,Mary,H,Reed,Hodges,9/24/2008,8,B+,36.6,"4' 1"""
4421,female,Ms.,Sophie,E,Thomas,Miles,6/10/2000,16,A+,45.4,"4' 11"""
4422,female,Ms.,Margaret,M,Kimberlin,Harmer,11/23/2013,2,B+,12.6,"2' 11"""
4423,female,Mrs.,Yolanda,R,Gibson,Butler,8/25/2005,11,A+,50.6,"4' 9"""
4424,female,Ms.,Patricia,J,Dominguez,Simmons,4/18/2007,9,AB+,27.5,"4' 8"""
4425,female,Mrs.,Gabriella,E,Clem,Williams,6/18/2005,11,A+,52.1,"5' 2"""
4426,female,Ms.,Dina,M,Bishop,Herrera,10/11/2013,3,A+,11.6,"2' 11"""
4427,female,Ms.,Julie,A,Mize,Morrison,3/26/2005,11,O+,47.1,"4' 5"""
4428,female,Mrs.,Alpha,C,Mejia,Montano,10/13/1996,20,AB+,50.2,"5' 7"""
4429,female,Ms.,Jodi,J,Peterson,Kyser,1/27/2003,13,B+,43.6,"5' 2"""
4430,female,Mrs.,Latasha,L,Miller,Welch,5/30/2014,2,A+,9.8,"2' 8"""
4431,female,Mrs.,Lori,D,Lykins,Clark,6/25/2009,7,O-,25.0,"4' 0"""
4432,female,Ms.,Kimberly,V,King,Taylor,4/3/2013,3,B+,12.4,"3' 1"""
4433,female,Ms.,Virginia,S,Cooks,Pittman,12/26/2002,13,A+,40.3,"5' 5"""
4434,female,Mrs.,Bobbye,M,Amado,Haley,1/2/1999,17,A-,64.6,"5' 5"""
4435,female,Mrs.,Emma,T,Cleary,Church,4/25/2004,12,O+,47.0,"5' 0"""
4436,female,Ms.,Aubrey,H,Birchfield,Lowman,2/11/2007,9,A+,21.3,"4' 1"""
4437,female,Mrs.,Jeannette,D,Sanson,Gillespie,8/7/1997,19,A+,56.4,"5' 5"""
4438,female,Ms.,Amie,D,Whitlock,Lovelace,8/2/2009,7,A+,28.5,"4' 0"""
4439,female,Mrs.,Jessica,R,Haines,Daniels,6/22/2002,14,A+,77.3,"5' 6"""
4440,female,Mrs.,Elsie,A,Escobedo,Maxwell,8/10/1999,17,B+,86.7,"5' 1"""
4441,female,Mrs.,Perla,R,Robinson,Guerra,4/11/2003,13,B-,64.2,"5' 7"""
4442,female,Mrs.,Joan,C,Huffman,Larson,9/28/2000,16,B+,44.3,"5' 5"""
4443,female,Dr.,Lena,R,Dunton,Wright,11/25/2000,15,A+,65.1,"5' 6"""
4444,female,Mrs.,Miriam,J,Simmons,Varner,2/17/1996,20,O+,71.3,"5' 7"""
4445,female,Ms.,Eleanor,J,Leigh,Sprinkle,4/1/2011,5,B+,18.9,"3' 7"""
4446,female,Mrs.,Evalyn,M,Williams,Hare,5/21/2010,6,O+,23.0,"4' 1"""
4447,female,Ms.,Cynthia,B,Landrum,Oneal,9/9/2010,6,B+,29.0,"4' 0"""
4448,female,Ms.,Odessa,R,Charles,Hill,6/22/2007,9,A+,26.4,"4' 2"""
4449,female,Ms.,Brenda,P,Pabst,Larock,9/23/1994,22,B+,53.4,"5' 3"""
4450,female,Mrs.,Diane,J,Daniels,Thompson,10/3/2008,8,O-,19.8,"4' 6"""
4451,female,Ms.,Kathy,K,Moreira,Segers,5/20/2007,9,O+,43.7,"4' 6"""
4452,female,Mrs.,Tasha,J,Roth,Gregory,5/28/2013,3,B+,11.9,"3' 2"""
4453,female,Mrs.,Dorothy,J,Brown,Hayden,11/16/1999,17,O+,51.4,"5' 1"""
4454,female,Ms.,Mary,A,Walmsley,Curry,1/4/2012,4,AB+,13.0,"3' 1"""
4455,female,Ms.,Stephanie,G,Gober,Noble,10/29/1994,22,A-,77.1,"5' 1"""
4456,female,Ms.,Nancy,E,Fultz,Adamek,4/30/2009,7,O+,31.2,"4' 4"""
4457,female,Mrs.,Christina,P,Duggan,Steves,5/6/2004,12,O+,54.4,"5' 1"""
4458,female,Mrs.,Wendy,J,Macgregor,McKeown,1/1/2002,14,B+,52.2,"5' 4"""
4459,female,Ms.,Anjanette,J,Sawyer,Love,6/29/2002,14,B+,47.4,"5' 2"""
4460,female,Ms.,Rosemary,E,McGregor,Gatling,4/3/2013,3,A+,17.2,"3' 4"""
4461,female,Ms.,Donna,J,Moorman,Hall,7/5/1995,21,B+,74.2,"5' 4"""
4462,female,Mrs.,Lindsey,R,Mazzone,Cramer,4/24/2004,12,B+,49.6,"5' 5"""
4463,female,Ms.,Patricia,B,Pacheco,Dwyer,12/15/2001,14,O+,39.4,"5' 2"""
4464,female,Mrs.,Rosetta,R,Alameda,Friend,12/20/2008,7,O+,30.8,"3' 10"""
4465,female,Ms.,Harriet,D,Wicks,Ortiz,2/6/2008,8,B+,21.6,"4' 2"""
4466,female,Ms.,Corinne,D,Thornsberry,Corlew,3/17/1996,20,AB+,64.6,"5' 7"""
4467,female,Mrs.,Edith,T,Darling,Denton,3/31/2006,10,AB-,40.0,"4' 10"""
4468,female,Mrs.,Jane,W,Hicks,Satterfield,5/1/2003,13,AB+,61.2,"5' 4"""
4469,female,Mrs.,Tiffany,C,Beale,Jasper,5/24/1994,22,O+,83.3,"5' 4"""
4470,female,Dr.,Hope,R,Houston,Glover,1/28/2014,2,B+,13.3,"2' 8"""
4471,female,Ms.,Carole,C,Decker,Stewart,5/30/2008,8,O+,24.4,"4' 2"""
4472,female,Ms.,Katherine,D,Nichols,Martinez,11/22/2010,5,O+,16.6,"3' 7"""
4473,female,Ms.,Lucille,M,Sheehan,Britton,12/22/1998,17,O+,82.0,"5' 4"""
4474,female,Mrs.,Patricia,K,Lesley,Myers,4/19/1997,19,O+,79.8,"5' 1"""
4475,female,Mrs.,Lydia,G,Penn,Valerio,5/18/2005,11,A-,28.6,"5' 0"""
4476,female,Mrs.,Theresa,V,Taylor,Rick,1/6/2014,2,O+,15.2,"2' 7"""
4477,female,Ms.,Linda,S,Ray,Sherwood,5/17/2004,12,A+,62.6,"4' 8"""
4478,female,Ms.,Brenda,J,Culp,Trudeau,6/15/1994,22,O+,92.0,"5' 1"""
4479,female,Ms.,Shirley,J,Walls,Craver,11/5/2005,11,O+,55.1,"5' 0"""
4480,female,Ms.,Barbara,W,Sheridan,Wilkins,7/24/2006,10,B+,42.3,"4' 2"""
4481,female,Mrs.,Beverly,C,Daughtery,Foreman,2/3/2007,9,O+,34.2,"4' 2"""
4482,female,Mrs.,Tiffany,G,Catron,McCool,2/18/2007,9,A+,38.4,"4' 6"""
4483,female,Mrs.,Allison,E,Medrano,Austria,5/29/1995,21,A+,82.3,"5' 3"""
4484,female,Ms.,Patricia,N,Daniel,Lavin,8/4/1995,21,O+,65.1,"5' 2"""
4485,female,Mrs.,Jennifer,B,Manley,Huston,9/2/2014,2,AB+,12.3,"2' 8"""
4486,female,Mrs.,Emma,R,Sapienza,House,5/7/2002,14,A+,55.6,"5' 7"""
4487,female,Ms.,Louise,R,King,Cromwell,6/4/2013,3,B+,16.8,"3' 3"""
4488,female,Mrs.,Valerie,W,Short,McDonald,4/10/1995,21,O-,83.4,"5' 3"""
4489,female,Ms.,Arlene,F,Michael,Bailey,9/15/1998,18,O+,83.2,"5' 8"""
4490,female,Mrs.,Ruth,A,Jackson,Vance,10/20/2003,13,O+,72.0,"5' 3"""
4491,female,Mrs.,Marsha,J,Hargrove,Laughlin,10/3/2007,9,B+,23.2,"4' 9"""
4492,female,Mrs.,Emily,T,Watson,McDowell,12/29/1995,20,A+,55.5,"5' 9"""
4493,female,Ms.,Nichole,D,Grigg,Garcia,8/1/2004,12,O+,58.5,"5' 0"""
4494,female,Mrs.,Maria,W,Conley,Ramos,8/30/2003,13,A-,57.9,"4' 11"""
4495,female,Mrs.,Shelia,L,Munos,Fisher,5/7/2008,8,O+,38.6,"4' 0"""
4496,female,Ms.,Heather,A,White,Bennett,1/22/1996,20,O+,79.5,"5' 6"""
4497,female,Mrs.,Aimee,J,Ferguson,Deluna,7/11/2011,5,O+,19.3,"3' 8"""
4498,female,Mrs.,Ashley,G,Lockridge,Propp,6/13/2001,15,B+,48.0,"5' 8"""
4499,female,Ms.,Tina,R,Phillips,Hauck,10/23/2005,11,B+,29.2,"4' 6"""
4500,female,Mrs.,Linda,P,Faulkner,Russell,2/6/2007,9,B+,23.6,"4' 6"""
4501,female,Mrs.,Rosalyn,G,Fisk,Chester,2/8/2014,2,O+,9.4,"2' 10"""
4502,female,Ms.,Leigh,A,Rosado,Martin,7/15/2013,3,A+,12.5,"3' 1"""
4503,female,Mrs.,Dana,R,Ramos,Dell,4/20/2001,15,O+,67.5,"5' 7"""
4504,female,Ms.,Betty,B,Gage,Matthews,4/20/2004,12,B+,60.1,"4' 6"""
4505,female,Mrs.,Jan,M,Lopez,Yoder,6/25/1994,22,B+,61.2,"5' 4"""
4506,female,Ms.,Janet,F,Ward,Parrott,7/31/1999,17,A+,76.9,"5' 5"""
4507,female,Mrs.,Annie,D,Andrade,Moody,2/16/2011,5,O+,17.0,"3' 7"""
4508,female,Mrs.,Juanita,O,Bergmann,Rice,4/14/2011,5,B+,22.6,"3' 6"""
4509,female,Mrs.,Sarah,R,Whittington,Bradley,4/26/2009,7,O+,24.1,"4' 2"""
4510,female,Ms.,Louise,Q,Reimers,Pace,12/9/1997,18,O+,75.4,"5' 5"""
4511,female,Mrs.,Robin,A,Hodge,Gonzales,5/8/2014,2,B+,12.5,"2' 8"""
4512,female,Ms.,Mary,J,Figueroa,Elliott,5/3/1994,22,AB+,59.7,"5' 7"""
4513,female,Ms.,Elizabeth,S,Cash,Foulks,12/2/2001,14,O+,66.0,"5' 8"""
4514,female,Ms.,Lora,G,Miller,Mowery,10/19/2012,4,A+,16.9,"3' 5"""
4515,female,Ms.,Angela,R,Godwin,Jordan,2/23/2013,3,A+,15.4,"3' 1"""
4516,female,Mrs.,Cynthia,E,Gomes,Lindquist,11/24/2011,4,A+,12.7,"3' 3"""
4517,female,Mrs.,April,J,Lehman,Guyton,11/4/2002,14,O+,69.8,"5' 3"""
4518,female,Ms.,Sarah,K,Stancil,Thompson,11/16/2002,14,O+,55.5,"5' 8"""
4519,female,Ms.,Cori,C,Bruce,Reed,10/30/2004,12,A+,53.7,"4' 10"""
4520,female,Ms.,Sonya,J,Roberson,Coppola,3/27/2001,15,O+,70.6,"5' 1"""
4521,female,Mrs.,Jeanette,B,Higgs,Suits,11/18/2008,8,A+,26.8,"4' 6"""
4522,female,Mrs.,Rachel,S,Godfrey,Bowen,6/3/1995,21,B+,88.0,"5' 7"""
4523,female,Ms.,Aileen,F,Ceja,Hodge,7/7/2013,3,O+,11.4,"2' 11"""
4524,female,Mrs.,Barbara,M,Sawyer,Carpenter,10/22/1998,18,A+,66.0,"5' 4"""
4525,female,Ms.,Rachelle,C,Smith,Peralta,8/21/2007,9,O+,29.5,"4' 3"""
4526,female,Mrs.,Alice,S,Wight,Akers,5/16/2010,6,B+,25.6,"3' 11"""
4527,female,Mrs.,Kaitlin,M,Moore,Fodor,3/30/1995,21,O+,88.4,"5' 2"""
4528,female,Ms.,Joan,W,Skelley,McCord,8/31/2009,7,O+,19.3,"4' 4"""
4529,female,Ms.,Linda,D,Beers,Roberson,12/11/2010,5,B+,23.4,"3' 5"""
4530,female,Mrs.,Blanch,T,Carmichael,Orourke,1/27/2007,9,A+,33.0,"4' 1"""
4531,female,Ms.,Virgina,R,Brehmer,Baumann,12/8/2004,11,A+,26.0,"4' 10"""
4532,female,Dr.,Jan,W,Brown,Curran,4/4/1999,17,O+,49.7,"5' 6"""
4533,female,Ms.,Dina,M,Carte,Lyke,6/15/2000,16,O+,41.1,"5' 9"""
4534,female,Mrs.,Margaret,A,Brown,Goulet,4/13/2008,8,O+,27.0,"4' 5"""
4535,female,Ms.,June,M,Golden,Stith,10/13/2002,14,A+,65.4,"5' 5"""
4536,female,Ms.,Arletta,D,Roach,Sommers,8/12/2002,14,O+,67.6,"5' 7"""
4537,female,Ms.,Julie,C,Bolton,Primmer,1/27/2004,12,A+,55.0,"4' 11"""
4538,female,Ms.,Patricia,G,Barber,Meiners,8/30/1996,20,O+,66.3,"4' 11"""
4539,female,Mrs.,Anita,E,Oakley,Evans,12/4/2005,10,A-,35.0,"4' 6"""
4540,female,Mrs.,Allison,R,Savoy,Due,10/27/2014,2,O+,11.3,"2' 9"""
4541,female,Mrs.,Sammy,S,Swanson,Graves,4/26/2006,10,O+,43.4,"4' 4"""
4542,female,Ms.,Debra,E,Carlson,Welliver,9/23/1999,17,B+,79.0,"5' 2"""
4543,female,Mrs.,Marsha,P,Thornton,Geisler,9/20/2012,4,O+,18.3,"3' 5"""
4544,female,Ms.,Mary,W,Carter,Dechant,12/25/2003,12,O+,48.5,"5' 5"""
4545,female,Dr.,Jackie,K,Baker,Culbertson,6/12/2009,7,O+,28.3,"4' 3"""
4546,female,Ms.,Hilda,J,McMurray,Dall,4/5/2002,14,A+,58.4,"4' 11"""
4547,female,Mrs.,Penny,A,Austin,Everett,11/18/1999,17,A-,82.4,"5' 3"""
4548,female,Ms.,Juanita,D,Newell,Watson,11/15/2008,8,B+,33.2,"4' 2"""
4549,female,Ms.,Valencia,J,Grell,Winnett,8/25/1997,19,A+,61.2,"5' 3"""
4550,female,Ms.,Joann,R,Morgan,Gerber,2/18/2014,2,A+,10.6,"2' 9"""
4551,female,Ms.,Doris,B,Myatt,Hanson,8/29/1996,20,O+,52.3,"5' 1"""
4552,female,Ms.,Rosella,E,Sharp,Reid,12/24/2002,13,O+,72.1,"5' 0"""
4553,female,Mrs.,Jeannine,J,Townsend,Patterson,10/14/2005,11,O+,29.5,"4' 7"""
4554,female,Mrs.,Herta,J,Obrien,Veliz,3/13/1996,20,AB+,76.4,"5' 3"""
4555,female,Mrs.,Celia,N,Fava,Harris,5/11/2002,14,O+,62.0,"4' 10"""
4556,female,Ms.,Lisa,J,Lindsey,Fuentes,11/19/2013,3,O+,15.4,"2' 11"""
4557,female,Mrs.,Audrie,W,Harris,Smith,1/13/2007,9,O+,26.9,"4' 0"""
4558,female,Ms.,Eulalia,M,Walker,Allen,6/16/2008,8,O-,29.3,"4' 3"""
4559,female,Ms.,Esther,J,Pope,Christenson,8/26/2013,3,B+,15.8,"3' 3"""
4560,female,Mrs.,Brenda,B,Labrecque,Newson,9/22/1999,17,B+,48.9,"5' 1"""
4561,female,Mrs.,Kathryn,V,Smiley,Wade,2/7/2009,7,B+,18.1,"4' 3"""
4562,female,Ms.,Laura,O,Pittman,Lehmann,12/16/2005,10,O+,23.6,"4' 2"""
4563,female,Ms.,Ruth,R,McLemore,Smith,8/26/2006,10,O+,30.8,"4' 6"""
4564,female,Ms.,Jami,T,Kellogg,Watts,6/2/2009,7,B-,18.3,"4' 2"""
4565,female,Mrs.,Elizabeth,J,Rush,Carbajal,2/15/2000,16,A+,71.7,"5' 4"""
4566,female,Mrs.,Jennifer,K,Voss,Carson,7/21/2009,7,A+,26.3,"4' 3"""
4567,female,Ms.,Carol,J,Blass,Nunez,3/19/1999,17,O+,55.6,"5' 3"""
4568,female,Mrs.,Mary,T,Henderson,Gray,12/11/2001,14,A+,44.0,"5' 6"""
4569,female,Ms.,Erma,R,Carrico,Numbers,9/10/1994,22,O+,69.4,"5' 9"""
4570,female,Mrs.,Gayle,S,Nash,Fultz,9/6/2004,12,O+,58.8,"4' 9"""
4571,female,Mrs.,Pamela,M,Martinez,Johnson,6/7/2010,6,O-,26.3,"3' 9"""
4572,female,Mrs.,Betty,W,Schneider,Goodman,11/4/1998,18,A+,49.9,"5' 5"""
4573,female,Dr.,Gail,C,Griffin,Johnson,11/16/2005,11,A+,52.8,"4' 5"""
4574,female,Ms.,Julie,W,Sargent,Brown,8/13/2005,11,B+,40.4,"4' 6"""
4575,female,Mrs.,Maurine,M,Heidrick,Haynes,5/5/1996,20,A+,51.8,"5' 3"""
4576,female,Mrs.,Margaret,C,Noel,McDonald,10/11/1998,18,B+,76.2,"5' 2"""
4577,female,Ms.,Debra,R,Hall,Bower,1/5/1999,17,AB+,61.8,"5' 3"""
4578,female,Ms.,Wanda,E,Herr,Jones,8/20/2007,9,A+,43.1,"4' 8"""
4579,female,Mrs.,Cammie,P,Kelly,Newcomb,8/1/2006,10,B+,28.5,"4' 11"""
4580,female,Ms.,Suzanne,H,Perez,Foster,12/17/2009,6,A+,16.1,"3' 7"""
4581,female,Mrs.,Ella,R,Watson,Mendoza,5/6/2006,10,O+,39.2,"4' 9"""
4582,female,Mrs.,Mary,J,Taylor,Shevlin,1/31/2014,2,O+,12.6,"2' 9"""
4583,female,Mrs.,Angela,R,Seymour,Watson,3/2/1994,22,A+,87.1,"5' 3"""
4584,female,Ms.,Tracy,H,Miller,Jacobi,7/12/1998,18,B+,84.3,"5' 0"""
4585,female,Mrs.,Roni,C,Iorio,Kelly,9/1/1997,19,AB+,74.2,"5' 5"""
4586,female,Ms.,Laura,J,Law,Fryer,12/12/2008,7,O+,20.4,"4' 4"""
4587,female,Ms.,Sophia,J,Linthicum,Ruark,9/8/2011,5,O+,16.1,"3' 3"""
4588,female,Ms.,Joyce,D,Vasquez,Mahon,10/16/1994,22,O+,61.9,"5' 7"""
4589,female,Mrs.,Melissa,C,Hickman,Roberts,5/20/2007,9,A+,28.3,"4' 3"""
4590,female,Mrs.,Wilhemina,K,Lasalle,Barker,12/2/2009,6,O+,22.3,"3' 7"""
4591,female,Mrs.,Shawna,I,Kennedy,Pierce,5/29/1997,19,A+,85.8,"5' 7"""
4592,female,Ms.,Gloria,P,Ellinger,Vargas,1/14/2011,5,B+,15.2,"3' 8"""
4593,female,Ms.,Jeanne,L,Canas,Scroggins,3/10/2006,10,O+,49.7,"4' 9"""
4594,female,Dr.,Princess,G,Williams,Garcia,1/26/1996,20,A+,85.6,"5' 2"""
4595,female,Mrs.,Shari,J,Devries,McKechnie,6/4/2001,15,O+,46.5,"5' 3"""
4596,female,Mrs.,Margaret,J,Whitehead,Hayes,6/23/1999,17,A+,53.0,"5' 0"""
4597,female,Ms.,Natasha,C,Petersen,Rene,2/3/1998,18,O+,45.3,"5' 3"""
4598,female,Mrs.,Laura,J,Barton,Daniels,6/21/2000,16,O+,71.7,"5' 6"""
4599,female,Mrs.,Shannon,R,Choi,Maxwell,4/10/2014,2,A+,16.0,"2' 8"""
4600,female,Ms.,Connie,F,Terrell,Wallace,6/3/2010,6,O+,18.3,"3' 10"""
4601,female,Mrs.,Carina,C,Jackson,Scroggs,12/6/1998,17,O+,54.2,"5' 5"""
4602,female,Ms.,Carolyn,L,Boyce,Modica,1/16/2007,9,A-,24.2,"4' 1"""
4603,female,Ms.,Susan,E,Williams,Riley,5/22/1999,17,B+,63.8,"5' 7"""
4604,female,Ms.,Stephanie,J,Bosworth,Gray,4/5/2002,14,B+,73.8,"4' 10"""
4605,female,Ms.,Alma,G,Luna,Morales,5/14/1998,18,B+,47.3,"5' 1"""
4606,female,Ms.,Ruth,R,Collings,Weber,8/31/1994,22,A+,46.3,"5' 1"""
4607,female,Ms.,Marina,D,McKinney,Knox,7/15/2006,10,O+,30.4,"4' 10"""
4608,female,Mrs.,Evelyn,C,Raposo,Novak,1/8/1998,18,O+,87.6,"5' 7"""
4609,female,Ms.,Carole,M,Wedge,Boyd,9/9/2011,5,B+,18.3,"3' 10"""
4610,female,Mrs.,Muriel,A,Chavarria,Ramos,8/9/1995,21,B+,48.9,"5' 6"""
4611,female,Mrs.,Lenora,B,Bonanno,Hutchings,5/16/2013,3,A+,16.5,"2' 11"""
4612,female,Mrs.,Elvira,C,Lopez,Fearon,12/3/1996,19,B+,85.4,"5' 7"""
4613,female,Mrs.,Karen,E,Lilly,Lemus,3/7/1998,18,A+,65.5,"5' 0"""
4614,female,Mrs.,Julia,G,Walters,Graham,8/23/2007,9,A-,32.7,"4' 8"""
4615,female,Mrs.,Kimberly,R,Cox,Parker,11/29/2003,12,O+,58.9,"4' 10"""
4616,female,Mrs.,Joan,O,French,Swihart,1/26/2005,11,A+,42.9,"4' 7"""
4617,female,Mrs.,Juli,R,Decker,Dwyer,6/28/1998,18,A+,59.6,"5' 0"""
4618,female,Ms.,Donna,R,Rush,Long,9/15/2004,12,A+,62.6,"5' 1"""
4619,female,Dr.,Virginia,R,Key,Lohr,1/26/2008,8,AB+,25.2,"4' 0"""
4620,female,Mrs.,Elizabeth,O,Bradshaw,Tse,6/16/2010,6,A+,16.1,"3' 8"""
4621,female,Ms.,Debra,B,Amon,Cook,7/23/2001,15,O+,55.2,"4' 11"""
4622,female,Ms.,Jeanette,H,Buchanan,Rothschild,10/29/2003,13,A+,39.7,"4' 11"""
4623,female,Ms.,Nicole,A,Hendershot,Wood,5/4/2001,15,O-,41.6,"5' 6"""
4624,female,Ms.,Elizabeth,M,Lewis,Barstow,1/13/1997,19,O+,71.2,"5' 7"""
4625,female,Ms.,Hazel,K,Campbell,Dunn,1/19/1998,18,O+,50.3,"5' 7"""
4626,female,Ms.,Tammy,W,Parrish,Coleman,4/2/2005,11,O+,58.3,"5' 2"""
4627,female,Mrs.,Dawn,J,Russell,Ott,9/26/1995,21,A+,62.9,"5' 8"""
4628,female,Ms.,Charlotte,A,Guth,Brown,10/18/2010,6,A+,16.6,"4' 0"""
4629,female,Ms.,Cecilia,E,Franzen,Strange,4/15/2000,16,O-,44.4,"5' 4"""
4630,female,Dr.,Laura,R,Roundy,Cox,5/30/2003,13,A+,43.7,"5' 3"""
4631,female,Mrs.,Alison,R,Hightower,Cruz,11/30/2009,6,A+,18.6,"3' 6"""
4632,female,Mrs.,Janet,P,Moore,McClure,3/7/2010,6,A+,22.7,"4' 1"""
4633,female,Mrs.,Lola,R,Chapman,Carter,7/22/2003,13,O+,67.4,"5' 3"""
4634,female,Mrs.,Trinidad,M,Barfield,Swartz,5/27/2001,15,O-,51.3,"5' 0"""
4635,female,Ms.,Nena,W,Dargan,Beyer,7/30/2003,13,AB+,49.7,"5' 3"""
4636,female,Mrs.,Maria,C,Delong,Scott,9/12/1996,20,O+,69.8,"5' 2"""
4637,female,Ms.,Susan,F,Blackmon,Ortego,1/14/1995,21,O-,61.2,"5' 8"""
4638,female,Mrs.,Jill,F,Luby,Donnellan,6/18/2010,6,B+,21.0,"4' 1"""
4639,female,Mrs.,Maria,R,Corlett,Dunson,9/1/2008,8,B+,34.3,"4' 0"""
4640,female,Ms.,Dale,J,Evans,Casperson,8/14/1999,17,O+,86.8,"5' 8"""
4641,female,Mrs.,Mary,T,Williams,Islas,10/13/1999,17,A+,49.2,"5' 9"""
4642,female,Ms.,Leeanne,D,Nelson,Uy,8/25/2006,10,A-,45.7,"4' 6"""
4643,female,Mrs.,Linda,A,Draves,McKinney,4/6/2014,2,AB+,12.7,"3' 0"""
4644,female,Mrs.,Rita,J,Long,Pollard,4/18/2005,11,O+,48.5,"4' 9"""
4645,female,Mrs.,Florine,J,Daniel,Murray,1/11/2011,5,O+,17.2,"3' 3"""
4646,female,Ms.,Bernice,A,Culpepper,Hairston,11/22/1996,19,O-,66.0,"5' 3"""
4647,female,Mrs.,Jean,R,Williams,Malcom,3/25/2007,9,O+,25.9,"4' 1"""
4648,female,Mrs.,Sharon,P,Martinez,Espiritu,4/26/1996,20,O+,85.1,"5' 9"""
4649,female,Mrs.,Lea,C,Claussen,Nelson,11/5/2014,2,A+,12.2,"2' 11"""
4650,female,Ms.,Ruby,J,Heisler,Matheson,6/19/2000,16,O+,63.6,"5' 7"""
4651,female,Ms.,Rosemarie,E,Worsham,McNeilly,2/14/1996,20,O+,50.9,"4' 11"""
4652,female,Ms.,Shayna,D,Coons,Leonard,8/1/2008,8,B+,25.5,"3' 10"""
